2013 Ranking,2015 Ranking,Country,Excel Calculated Curve,Excel Sigmoid,Excel Size,color,t
16,18,Azerbaijan,16.75508133759629,0.3775406687981454,2,2,-0.5
16,18,Azerbaijan,17.0,0.5,2,2,0.0
16,18,Azerbaijan,17.24491866240371,0.6224593312018546,2,2,0.5
16,18,Azerbaijan,17.46211715726001,0.7310585786300049,2,2,1.0
16,18,Azerbaijan,17.635148952387286,0.8175744761936437,2,2,1.5
16,18,Azerbaijan,17.761594155955766,0.8807970779778823,2,2,2.0
16,18,Azerbaijan,17.848283639957515,0.9241418199787566,2,2,2.5
16,18,Azerbaijan,17.905148253644867,0.9525741268224334,2,2,3.0
16,18,Azerbaijan,17.941375538497287,0.9706877692486436,2,2,3.5
16,18,Azerbaijan,17.96402758007582,0.9820137900379085,2,2,4.0
16,18,Azerbaijan,17.978026114738814,0.9890130573694068,2,2,4.5
16,18,Azerbaijan,17.98661429815143,0.9933071490757153,2,2,5.0
16,18,Azerbaijan,17.991859724568208,0.995929862284104,2,2,5.5
17,13,Iraq,16.99010950737346,0.0024726231566347743,4,-4,-6.0
17,13,Iraq,16.983719449136416,0.004070137715896128,4,-4,-5.5
17,13,Iraq,16.97322859630286,0.0066928509242848554,4,-4,-5.0
17,13,Iraq,16.956052229477628,0.01098694263059318,4,-4,-4.5
17,13,Iraq,16.928055160151633,0.01798620996209156,4,-4,-4.0
17,13,Iraq,16.882751076994573,0.02931223075135632,4,-4,-3.5
17,13,Iraq,16.81029650728973,0.04742587317756678,4,-4,-3.0
17,13,Iraq,16.696567279915026,0.07585818002124355,4,-4,-2.5
17,13,Iraq,16.52318831191153,0.11920292202211755,4,-4,-2.0
17,13,Iraq,16.270297904774573,0.18242552380635635,4,-4,-1.5
17,13,Iraq,15.92423431452002,0.2689414213699951,4,-4,-1.0
17,13,Iraq,15.489837324807418,0.3775406687981454,4,-4,-0.5
17,13,Iraq,15.0,0.5,4,-4,0.0
17,13,Iraq,14.510162675192582,0.6224593312018546,4,-4,0.5
17,13,Iraq,14.07576568547998,0.7310585786300049,4,-4,1.0
17,13,Iraq,13.729702095225425,0.8175744761936437,4,-4,1.5
17,13,Iraq,13.476811688088471,0.8807970779778823,4,-4,2.0
